text_asr,text_translated,intent,language,full_audio_path
what's my current direct debit,what's my current direct debit,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268fc5c7abb7f832138d3e.wav
how I can deposit some money into my account,how I can deposit some money into my account,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602b9c0a963e11ccd901cbf5.wav
I'm having some problems using my bank card,I'm having some problems using my bank card,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_35.wav
I'm using the bank can you help me transfer money into my account thank you,I'm using the bank can you help me transfer money into my account thank you,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602ba703bb1e6d0fbce920b9.wav
how do I go about setting up a joint account with my partner and he's available on the app,how do I go about setting up a joint account with my partner and he's available on the app,11,en-US,MInDS-14\audio\en-US~JOINT_ACCOUNT/602bae1f963e11ccd901cdf2.wav
I know this is wondering just going to find out my account bump just needed to know my current account balances and if you could let me know or show me how I can find out what that is,I know this is wondering just going to find out my account bump just needed to know my current account balances and if you could let me know or show me how I can find out what that is,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ef3c7abb7f832138b6c.wav
how can I set up a joint account,how can I set up a joint account,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_29.wav
karma credit card bill today,karma credit card bill today,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602b9da0963e11ccd901cc1a.wav
can you tell me about direct debit,can you tell me about direct debit,8,en-US,MInDS-14\audio\en-US~DIRECT_DEBIT/602ba448963e11ccd901cc8b.wav
hi can you let me know my cash withdrawal limit thank you,hi can you let me know my cash withdrawal limit thank you,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268d98c7abb7f832138a61.wav
I am attempting to make a large payment however it is saying that I am receiving a text message with a code I do not know where I'm supposed to put this code or what I am supposed to do with this code,I am attempting to make a large payment however it is saying that I am receiving a text message with a code I do not know where I'm supposed to put this code or what I am supposed to do with this code,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_5.wav
I would like to make a payment,I would like to make a payment,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602ba49705f96973d6794430.wav
how can I view my direct debit history,how can I view my direct debit history,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_44.wav
cash can I withdraw at an ATM,cash can I withdraw at an ATM,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/response_20.wav
change my dress,change my dress,1,en-US,MInDS-14\audio\en-US~ADDRESS/602ba7eabb1e6d0fbce920dc.wav
how do I create a joint account,how do I create a joint account,11,en-US,MInDS-14\audio\en-US~JOINT_ACCOUNT/602bacde05f96973d67944d9.wav
I'm at the ATM now and truth about my limit I want to make sure I know my ATM withdrawal limit so that I don't encourage fees,I'm at the ATM now and truth about my limit I want to make sure I know my ATM withdrawal limit so that I don't encourage fees,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602ba6ac05f96973d6794456.wav
my address I want to change my address,my address I want to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_3.wav
I'm going about a business loan I was just wondering what the process would be to open a new loan,I'm going about a business loan I was just wondering what the process would be to open a new loan,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_19.wav
I'd like to deposit money into my account,I'd like to deposit money into my account,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602ba36e05f96973d679441c.wav
I need to set up a joint account with my partner,I need to set up a joint account with my partner,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_4.wav
can I change my address,can I change my address,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268b09c7abb7f83213889f.wav
how can I set up a joint account,how can I set up a joint account,11,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fefdc3604f481bcb8be.wav
can you show me a list of my most recent transactions,can you show me a list of my most recent transactions,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_37.wav
hi can you please block my card I want my card Frozen,hi can you please block my card I want my card Frozen,9,en-AU,MInDS-14\audio\en-AU~FREEZE/response_44.wav
can you please tell me about Direct debits,can you please tell me about Direct debits,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_26.wav
how much money can I take out of the ATM,how much money can I take out of the ATM,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/CAb36acd3563292b3744fb5badefa16a34_2.wav
hello I like to check what my current account balance is at the moment and what's the balances of my savings account,hello I like to check what my current account balance is at the moment and what's the balances of my savings account,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f39c7abb7f832138bed.wav
I would like to change my address,I would like to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_14.wav
show me my most recent transaction,show me my most recent transaction,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_25.wav
I would like to know what my current account balance shows,I would like to know what my current account balance shows,4,en-US,MInDS-14\audio\en-US~BALANCE/602b97db5f67b421554f636a.wav
hello I'm calling to follow up on a business loan application that I made I haven't heard anything back since I completed the form online,hello I'm calling to follow up on a business loan application that I made I haven't heard anything back since I completed the form online,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_4.wav
hi the app for the bank doesn't seem to be working would you be able to help me,hi the app for the bank doesn't seem to be working would you be able to help me,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268b5fc7abb7f8321388d9.wav
hello I need to change my address since I moved,hello I need to change my address since I moved,1,en-US,MInDS-14\audio\en-US~ADDRESS/602b994e963e11ccd901cbb0.wav
hello I like to pay for Bill I would actually like to make a payment but yeah could you help me,hello I like to pay for Bill I would actually like to make a payment but yeah could you help me,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/response_17.wav
hi I need to put the money in my account please,hi I need to put the money in my account please,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f43c7abb7f832138bfd.wav
how much money can I withdraw from ATM,how much money can I withdraw from ATM,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/602694cbc421a821df7c1929.wav
hello I am calling about a business loan I have a few questions about it I was wondering if I could have one please,hello I am calling about a business loan I have a few questions about it I was wondering if I could have one please,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60269203cfa37e1cf217b150.wav
I have to pay a bill,I have to pay a bill,13,en-GB,MInDS-14\audio\en-GB~PAY_BILL/60268f05cfa37e1cf217b0e3.wav
hello where can I deposit money,hello where can I deposit money,7,en-AU,MInDS-14\audio\en-AU~CASH_DEPOSIT/response_31.wav
hi for my savings account I want to make that a joint account with my wife please and I just want to see how I can do that,hi for my savings account I want to make that a joint account with my wife please and I just want to see how I can do that,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_44.wav
show me my latest transactions,show me my latest transactions,12,en-US,MInDS-14\audio\en-US~LATEST_TRANSACTIONS/602ba4765f67b421554f63fa.wav
I'm inquiring about a business lawn could I please get in the sisters please,I'm inquiring about a business lawn could I please get in the sisters please,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_44.wav
hi I recently downloaded your app and Android can you please tell me,hi I recently downloaded your app and Android can you please tell me,2,en-US,MInDS-14\audio\en-US~APP_ERROR/602ba8cfbb1e6d0fbce9210b.wav
hello how do I set up a joint account,hello how do I set up a joint account,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_18.wav
I wanted to change my address,I wanted to change my address,1,en-US,MInDS-14\audio\en-US~ADDRESS/602ba98b963e11ccd901cd40.wav
I am calling because I would like to set up a joint with my partner as possible and is there a bunny,I am calling because I would like to set up a joint with my partner as possible and is there a bunny,11,en-US,MInDS-14\audio\en-US~JOINT_ACCOUNT/602bac37bb1e6d0fbce921c0.wav
hi I had a question about direct debits can you please tell me how I can see all my Direct debits,hi I had a question about direct debits can you please tell me how I can see all my Direct debits,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_36.wav
what is my ATM withdrawal limit,what is my ATM withdrawal limit,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602bad8a5f67b421554f6499.wav
hi there how do I go about setting up a joint account for me and my partner,hi there how do I go about setting up a joint account for me and my partner,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_37.wav
can you give me information regarding a business loan,can you give me information regarding a business loan,5,en-US,MInDS-14\audio\en-US~BUSINESS_LOAN/602badddbb1e6d0fbce92216.wav
hello I'm trying to pay a large amount into an account and I'm not entirely sure what I supposed to you supposed to do with the confirmation code that I get for your SMS could you help me with that,hello I'm trying to pay a large amount into an account and I'm not entirely sure what I supposed to you supposed to do with the confirmation code that I get for your SMS could you help me with that,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_14.wav
I need to clarify this most recent transaction,I need to clarify this most recent transaction,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_43.wav
question but one of my recent transactions,question but one of my recent transactions,12,en-US,MInDS-14\audio\en-US~LATEST_TRANSACTIONS/602badb9963e11ccd901cde7.wav
hello I seem to be having a problem making payments with my bank card I don't know what the problem is would you like to know,hello I seem to be having a problem making payments with my bank card I don't know what the problem is would you like to know,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f83c7abb7f832138c9a.wav
I'd like to change my address please,I'd like to change my address please,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268b50c7abb7f8321388cf.wav
I would like to withdraw money from an ATM and I'm wondering what the maximum amount of money I can withdraw at one time is,I would like to withdraw money from an ATM and I'm wondering what the maximum amount of money I can withdraw at one time is,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602baa125f67b421554f6461.wav
hi I want to change my address on my account,hi I want to change my address on my account,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/602689b2dc3604f481bcb6dd.wav
good morning I'm on vacation to find a branch location as wondering if you could tell me where I can deposit money into my,good morning I'm on vacation to find a branch location as wondering if you could tell me where I can deposit money into my,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602ba8f1bb1e6d0fbce92111.wav
I need to freeze my card with immediate effect on all accounts,I need to freeze my card with immediate effect on all accounts,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268c3bc7abb7f83213896c.wav
just wondering my card has been declined with not give me any reason why I like can you shed some light on,just wondering my card has been declined with not give me any reason why I like can you shed some light on,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f2ec7abb7f832138bd5.wav
what's the daily limit I can withdraw from an ATM,what's the daily limit I can withdraw from an ATM,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268e19c7abb7f832138ac3.wav
I want to apply for a business loan,I want to apply for a business loan,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_1.wav
hi I'm trying to make a large payment for a lot of money online and it's saying I need to get a text message what's the text message for,hi I'm trying to make a large payment for a lot of money online and it's saying I need to get a text message what's the text message for,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_44.wav
I'd like to change the address on my bank account,I'd like to change the address on my bank account,1,en-US,MInDS-14\audio\en-US~ADDRESS/602b985b5f67b421554f6370.wav
hi I'm calling about my last transaction was a payment that I don't recognise and I wanted you to check it out,hi I'm calling about my last transaction was a payment that I don't recognise and I wanted you to check it out,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_45.wav
could you please freeze my card and make sure no transaction happens melim,could you please freeze my card and make sure no transaction happens melim,9,en-US,MInDS-14\audio\en-US~FREEZE/602b98ec05f96973d67943a0.wav
I need to pay a bill,I need to pay a bill,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/response_38.wav
can you tell me what my my maximum amount of money I can withdraw from ATM is I want to get the holiday shopping done,can you tell me what my my maximum amount of money I can withdraw from ATM is I want to get the holiday shopping done,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602ba3f35f67b421554f63eb.wav
my car doesn't seem to work would you be able to help you sort this,my car doesn't seem to work would you be able to help you sort this,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f37c7abb7f832138be9.wav
how do I set up a joint account with my partner,how do I set up a joint account with my partner,11,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fa6c7abb7f832138cf9.wav
I am just wondering if I can speak to somebody about the maximum amount of money I can withdraw with my card from an ATM machine so just wondering if there is a maximum and what that you know we can have a bit more information about that would be really appreciated thank you,I am just wondering if I can speak to somebody about the maximum amount of money I can withdraw with my card from an ATM machine so just wondering if there is a maximum and what that you know we can have a bit more information about that would be really appreciated thank you,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268df5c7abb7f832138aaa.wav
I just received a text message saying that I want to make a large payment,I just received a text message saying that I want to make a large payment,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/60268faac7abb7f832138d0a.wav
hi I'm looking for some information please I'm looking to find out what is the maximum amount of money I can withdraw from a ATM and Monday thanks,hi I'm looking for some information please I'm looking to find out what is the maximum amount of money I can withdraw from a ATM and Monday thanks,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268dd5c7abb7f832138a91.wav
hi it's going to about a business Link,hi it's going to about a business Link,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60268f1dc7abb7f832138bb7.wav
I want to do with at the moment for my ATM and I want to do us what's the withdrawal limit of this bank and if the limit is below what I want can I increase the limit somehow please get back to me,I want to do with at the moment for my ATM and I want to do us what's the withdrawal limit of this bank and if the limit is below what I want can I increase the limit somehow please get back to me,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/response_22.wav
like this Christmas going on vacation and they're trying to get everything figured out before they go,like this Christmas going on vacation and they're trying to get everything figured out before they go,0,en-US,MInDS-14\audio\en-US~ABROAD/602b94f65f67b421554f6351.wav
I need to use my card when I'm going overseas,I need to use my card when I'm going overseas,0,en-AU,MInDS-14\audio\en-AU~ABROAD/CA9f4ad3056ee9c6bfb84ccf50dc21bfa4_8.wav
please block my card,please block my card,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268fc2c421a821df7c18c8.wav
hello my wallet is stolen and I'd like to put a block on my card,hello my wallet is stolen and I'd like to put a block on my card,9,en-US,MInDS-14\audio\en-US~FREEZE/602ba34c05f96973d679441b.wav
I want to change my address,I want to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_29.wav
yes good morning I would just like to make a payment from my credit card basically just for electricity bill on this page to help me process that transaction I don't like paying online first I like to bring up in processing,yes good morning I would just like to make a payment from my credit card basically just for electricity bill on this page to help me process that transaction I don't like paying online first I like to bring up in processing,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/response_20.wav
the app for my bank is not working at the moment how can I access my money,the app for my bank is not working at the moment how can I access my money,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_12.wav
hi I'm calling about a business loan,hi I'm calling about a business loan,5,en-US,MInDS-14\audio\en-US~BUSINESS_LOAN/602b9026963e11ccd901cb62.wav
hi I have a bill to pay,hi I have a bill to pay,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602b9b81963e11ccd901cbe6.wav
what is my current account balance,what is my current account balance,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ed7c7abb7f832138b47.wav
I'm just wondering what's the maximum amount that I can withdraw from the ATM,I'm just wondering what's the maximum amount that I can withdraw from the ATM,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/response_32.wav
hello I'm just calling in to see if I can pay my bill please because my credit is due right now and was wondering if I can make a payment right now,hello I'm just calling in to see if I can pay my bill please because my credit is due right now and was wondering if I can make a payment right now,13,en-GB,MInDS-14\audio\en-GB~PAY_BILL/60268f4fc7abb7f832138c1e.wav
could you please tell me how to set up a joint account,could you please tell me how to set up a joint account,11,en-US,MInDS-14\audio\en-US~JOINT_ACCOUNT/602babccbb1e6d0fbce921b2.wav
I want to stop all future transaction from taking place freeze my card,I want to stop all future transaction from taking place freeze my card,9,en-AU,MInDS-14\audio\en-AU~FREEZE/response_7.wav
what's the maximum amount of money I can withdraw from cash machine at one time,what's the maximum amount of money I can withdraw from cash machine at one time,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268ba7c421a821df7c183c.wav
please show me my account balance,please show me my account balance,4,en-US,MInDS-14\audio\en-US~BALANCE/602ba64f05f96973d6794450.wav
I need to pay though,I need to pay though,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602ba8505f67b421554f643f.wav
hi what's the maximum amount of money I can withdraw from,hi what's the maximum amount of money I can withdraw from,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602b99bdbb1e6d0fbce91f42.wav
good morning I'm calling about a business loan and I wondering what the criteria to be eligible for a loan for a business loan would be and how soon after applying that I would receive the funds,good morning I'm calling about a business loan and I wondering what the criteria to be eligible for a loan for a business loan would be and how soon after applying that I would receive the funds,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_43.wav
how do I use the SMS code sent for a large payment,how do I use the SMS code sent for a large payment,10,en-US,MInDS-14\audio\en-US~HIGH_VALUE_PAYMENT/602baef5963e11ccd901ce1b.wav
I'm calling for more information on the business loan,I'm calling for more information on the business loan,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60268f18dc3604f481bcb835.wav
could you tell me some stuff about direct debit please,could you tell me some stuff about direct debit please,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268f69c7abb7f832138c56.wav
I need to change my address,I need to change my address,1,en-US,MInDS-14\audio\en-US~ADDRESS/602badc9963e11ccd901cdea.wav
hi I have some questions about direct debit,hi I have some questions about direct debit,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268e86cfa37e1cf217b0d5.wav
please stop all transactions on my card,please stop all transactions on my card,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268fbac7abb7f832138d21.wav
a large amount of money into my account,a large amount of money into my account,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/60268ff1c7abb7f832138da7.wav
hi can I use my new card for payments abroad,hi can I use my new card for payments abroad,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d4dc7abb7f832138a33.wav
hi I'm calling to discuss a new business loan,hi I'm calling to discuss a new business loan,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60268f54dc3604f481bcb85d.wav
can I deposit money,can I deposit money,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f77c7abb7f832138c7c.wav
the app does not worried,the app does not worried,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_39.wav
show me a list of my recent transactions,show me a list of my recent transactions,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/60268fe1c7abb7f832138d77.wav
I like to withdraw money from the cash machine but what is the limit can you tell me how much money I can withdraw,I like to withdraw money from the cash machine but what is the limit can you tell me how much money I can withdraw,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/response_27.wav
ID like to make a payment and put a larger one but I don't know why I getting a text message Laura like that text message you could just,ID like to make a payment and put a larger one but I don't know why I getting a text message Laura like that text message you could just,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/CAd0337ddba885cfdc870a9d35064dddd4_3.wav
what's the most amount of money I can withdraw at one time and during an entire day from an ATM machine,what's the most amount of money I can withdraw at one time and during an entire day from an ATM machine,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602babf35f67b421554f6474.wav
I need help figuring out what's wrong with my card,I need help figuring out what's wrong with my card,6,en-US,MInDS-14\audio\en-US~CARD_ISSUES/602bae25bb1e6d0fbce9223d.wav
I don't want any more transaction I like hard please,I don't want any more transaction I like hard please,9,en-AU,MInDS-14\audio\en-AU~FREEZE/response_38.wav
I would like to see my latest transactions please so that I can verify them,I would like to see my latest transactions please so that I can verify them,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/6026900fc7abb7f832138de6.wav
hello I'm calling about my account balance,hello I'm calling about my account balance,4,en-US,MInDS-14\audio\en-US~BALANCE/602ba717bb1e6d0fbce920bc.wav
hi what you can help me please I can't issue with my car I'm trying to use that and it's just not letting me money out the car I don't know if there's a problem with check on what issue is he called me I'm not a problem I would really like some company,hi what you can help me please I can't issue with my car I'm trying to use that and it's just not letting me money out the car I don't know if there's a problem with check on what issue is he called me I'm not a problem I would really like some company,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f72c7abb7f832138c6b.wav
I would like to make a large payment online,I would like to make a large payment online,10,en-US,MInDS-14\audio\en-US~HIGH_VALUE_PAYMENT/602ba6145f67b421554f640f.wav
hi I've just recently moved house and I was wondering how I would be able to change my address,hi I've just recently moved house and I was wondering how I would be able to change my address,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268b1ac7abb7f8321388ab.wav
I want to pay a bill and I know I want to know how can I use my credit card to do so,I want to pay a bill and I know I want to know how can I use my credit card to do so,13,en-GB,MInDS-14\audio\en-GB~PAY_BILL/60268fc4dc3604f481bcb89c.wav
calling in regards to a question that I have for a new loan,calling in regards to a question that I have for a new loan,5,en-US,MInDS-14\audio\en-US~BUSINESS_LOAN/602b987c963e11ccd901cb9f.wav
I want to return a direct debit,I want to return a direct debit,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268f78c7abb7f832138c7e.wav
I have a question about business loan,I have a question about business loan,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60268f13cfa37e1cf217b0e4.wav
I've got an issue with one of my direct debit,I've got an issue with one of my direct debit,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/602691d2c421a821df7c1907.wav
show me my account balance,show me my account balance,4,en-US,MInDS-14\audio\en-US~BALANCE/602ba307963e11ccd901cc69.wav
hi I'm a customer of your bank and I'm planning to travel to America shortly and I just need you to confirm will my card work overseas,hi I'm a customer of your bank and I'm planning to travel to America shortly and I just need you to confirm will my card work overseas,0,en-AU,MInDS-14\audio\en-AU~ABROAD/CA2639c6f58a068771895673cad0d2123b_3.wav
I tried to pay for something online with a large sum of money and am receiving text messages from my bank with codes I'm not too sure what to do with these codes can you explain it to me,I tried to pay for something online with a large sum of money and am receiving text messages from my bank with codes I'm not too sure what to do with these codes can you explain it to me,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_41.wav
hello I would like to change my address please,hello I would like to change my address please,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268d01dc3604f481bcb74c.wav
there has been an issue with my card and I would like to breathe,there has been an issue with my card and I would like to breathe,9,en-US,MInDS-14\audio\en-US~FREEZE/602ba4c2963e11ccd901cc9d.wav
ID like to block my card from using any transaction,ID like to block my card from using any transaction,9,en-AU,MInDS-14\audio\en-AU~FREEZE/response_43.wav
hi I've been trying to withdraw money from my ATM and I was just wondering what is the maximum amount of money I can withdraw thank you,hi I've been trying to withdraw money from my ATM and I was just wondering what is the maximum amount of money I can withdraw thank you,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268e40dc3604f481bcb7a5.wav
hey I've moved houses and I want to change my address,hey I've moved houses and I want to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_48.wav
I am wanting to know what my account balances please will you show me my current account darling I want to know what the money is in my account so I can see my account balance,I am wanting to know what my account balances please will you show me my current account darling I want to know what the money is in my account so I can see my account balance,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e5ec7abb7f832138af1.wav
card board can I pay for things when I'm in America wanted to ask I have to do anything,card board can I pay for things when I'm in America wanted to ask I have to do anything,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268af5dc3604f481bcb70c.wav
I need to cancel a direct debit,I need to cancel a direct debit,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268f9cc7abb7f832138cdc.wav
I'm making a large purchase and I'm trying to use the confirmation code that I received through text message,I'm making a large purchase and I'm trying to use the confirmation code that I received through text message,10,en-US,MInDS-14\audio\en-US~HIGH_VALUE_PAYMENT/602b9d96963e11ccd901cc18.wav
I want an account for me and my husband,I want an account for me and my husband,11,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60269003c7abb7f832138dcb.wav
I'd like to put a stop on my card,I'd like to put a stop on my card,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268e9bc7abb7f832138b13.wav
am I was hoping to withdraw about £200 a cash in a cash machine what's the limit that I can withdraw,am I was hoping to withdraw about £200 a cash in a cash machine what's the limit that I can withdraw,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268e06c7abb7f832138ab5.wav
why is my card not working,why is my card not working,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f52dc3604f481bcb85a.wav
how do I put money into my account,how do I put money into my account,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f73c7abb7f832138c70.wav
so wanting to pay a really big amount of money but it says I need a confirmation code from SMS I don't have a mobile phone I'm calling on a landline my phone got stolen the other day is there anyway I can do it without an SMS,so wanting to pay a really big amount of money but it says I need a confirmation code from SMS I don't have a mobile phone I'm calling on a landline my phone got stolen the other day is there anyway I can do it without an SMS,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_37.wav
could I please withdraw some money from the ATM on how much is the maximum amount of money that I could possibly withdraw,could I please withdraw some money from the ATM on how much is the maximum amount of money that I could possibly withdraw,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/CAab5b6267d75ae7abf32058c89ef081b7_3.wav
I'm wondering how much money I can take out of any 1 time,I'm wondering how much money I can take out of any 1 time,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/response_16.wav
I would like to put money in my account can you give me some help on how to deposit money to do it or how I can talk to it thanks,I would like to put money in my account can you give me some help on how to deposit money to do it or how I can talk to it thanks,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268fa1c7abb7f832138cec.wav
oh I'm trying to take some money from my account and I was wondering if you could tell me how much money I have in my account so that I can know how much it is do you also know is there a limit each day that I can take maybe I can't take all of it is it like 400 or 500 a day thank you,oh I'm trying to take some money from my account and I was wondering if you could tell me how much money I have in my account so that I can know how much it is do you also know is there a limit each day that I can take maybe I can't take all of it is it like 400 or 500 a day thank you,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602bad24963e11ccd901cdd0.wav
I want to deposit some money but I want to use cash how would I go about doing it,I want to deposit some money but I want to use cash how would I go about doing it,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602baed005f96973d6794507.wav
hi I'm trying to find out more about direct debits basically I am trying to find out if you could tell me about how direct debits work on my account and show me where I can see my direct debits on my account,hi I'm trying to find out more about direct debits basically I am trying to find out if you could tell me about how direct debits work on my account and show me where I can see my direct debits on my account,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/CAebd69d1c7775d81805d35290aaf15b69_3.wav
see my latest transactions,see my latest transactions,12,en-US,MInDS-14\audio\en-US~LATEST_TRANSACTIONS/602ba56205f96973d679443e.wav
good afternoon look I've got my credit card bill due in statements come in and I just like to make a payment on that thank you,good afternoon look I've got my credit card bill due in statements come in and I just like to make a payment on that thank you,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/response_3.wav
I need an SMS message code to make a large bank payment,I need an SMS message code to make a large bank payment,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/60269067dc3604f481bcb8e5.wav
hello I wonder if you can help me I want to update my address on my policy,hello I wonder if you can help me I want to update my address on my policy,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268b8ec7abb7f8321388fa.wav
I need some help setting up in joint account,I need some help setting up in joint account,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_23.wav
